course_title,skills,rating,review_count,level,duration,skills_list,filtered_representative_skills,skill__Transform,skill__Big Data,skill__Strategy,skill__Customer Analysis,skill__Business Analysis,skill__Finance,skill__User Experience,skill__Network Architecture,skill__Reinforcement Learning,skill__DevOps,skill__Network Security,skill__Cloud Computing,skill__Computer Programming,skill__Leadership and Management,skill__Computer Programming Tools,skill__Sales,skill__Communication,skill__Marketing,skill__Critical Thinking,skill__Human Resources,skill__Data Management,skill__Organizational Development,skill__Data Visualization,skill__Human Learning,skill__Data Analysis,has_rep
Data-driven Decision Making,"{"" Big Data"","" Business Analysis"","" Data Analysis"","" Data Management"","" Data Visualization"","" Decision Making"","" Business Process Management"","" Critical Thinking"","" Customer Analysis"","" Exploratory Data Analysis""}",4.6,6000.0,Beginner , 1 - 4 Weeks,"['Big Data', 'Business Analysis', 'Data Analysis', 'Data Management', 'Data Visualization', 'Decision Making', 'Business Process Management', 'Critical Thinking', 'Customer Analysis', 'Exploratory Data Analysis']","['Big Data', 'Business Analysis', 'Data Analysis', 'Data Management', 'Data Visualization', 'Critical Thinking', 'Customer Analysis']",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,True
Write A Feature Length Screenplay For Film Or Television,"{"" Writing""}",4.6,192.0,Beginner , 3 - 6 Months,['Writing'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Teach English Now! Foundational Principles,"{"" Mergers & Acquisitions""}",4.9,13900.0,Mixed , 1 - 3 Months,['Mergers & Acquisitions'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Introduction to Back-End Development,"{"" HTML and CSS"","" React (web framework)"","" Web Development"","" Front-End Web Development"","" Web Design"","" Web Development Tools""}",4.8,2600.0,Beginner , 1 - 4 Weeks,"['HTML and CSS', 'React (web framework)', 'Web Development', 'Front-End Web Development', 'Web Design', 'Web Development Tools']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Visual Elements of User Interface Design,"{"" Design and Product"","" Front-End Web Development"","" Interactive Design"","" User Experience"","" User Experience Design"","" Visual Design"","" Visualization (Computer Graphics)"","" Web Design""}",4.7,5800.0,Beginner , 1 - 3 Months,"['Design and Product', 'Front-End Web Development', 'Interactive Design', 'User Experience', 'User Experience Design', 'Visual Design', 'Visualization (Computer Graphics)', 'Web Design']",['User Experience'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Introduction to Microsoft Azure Cloud Services,"{"" Cloud Applications"","" Cloud Computing"","" Cloud Infrastructure"","" Microsoft Azure"","" Cloud Management"","" Cloud Platforms"","" Cloud Standards"","" Cloud-Based Integration"","" Software As A Service"","" Account Management"","" Cloud Storage"","" Databases""}",4.6,1800.0,Beginner , 1 - 4 Weeks,"['Cloud Applications', 'Cloud Computing', 'Cloud Infrastructure', 'Microsoft Azure', 'Cloud Management', 'Cloud Platforms', 'Cloud Standards', 'Cloud-Based Integration', 'Software As A Service', 'Account Management', 'Cloud Storage', 'Databases']",['Cloud Computing'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Introduction to Logic and Critical Thinking,"{"" Critical Thinking"","" Human Learning""}",4.6,3300.0,Beginner , 3 - 6 Months,"['Critical Thinking', 'Human Learning']","['Critical Thinking', 'Human Learning']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,True
Social Media Marketing,"{"" Marketing"","" Social Media"","" Communication"","" Digital Marketing"","" Media Strategy & Planning"","" Market Research"","" Strategy"","" Marketing Management"","" Brand Management"","" Advertising"","" Entrepreneurship"","" Decision Making"","" Market Analysis"","" Research and Design"","" Customer Success"","" People Management""}",4.6,5300.0,Beginner , 3 - 6 Months,"['Marketing', 'Social Media', 'Communication', 'Digital Marketing', 'Media Strategy & Planning', 'Market Research', 'Strategy', 'Marketing Management', 'Brand Management', 'Advertising', 'Entrepreneurship', 'Decision Making', 'Market Analysis', 'Research and Design', 'Customer Success', 'People Management']","['Marketing', 'Communication', 'Strategy']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True
CAD and Digital Manufacturing,"{"" Design and Product"","" Product Design"","" Feature Engineering"","" Computer Graphics"","" Interactive Design"","" Computer Graphic Techniques"","" Graphics Software"","" Research and Design"","" Software Engineering Tools"","" Graphic Design"","" Visualization (Computer Graphics)"","" Hardware Design"","" Product Development"","" Visual Design"","" Geometry"","" User Experience Design"","" Strategy and Operations"","" Communication"","" Decision Making"","" Product Management"","" System Software"","" Collaboration"","" Computer Programming"","" Other Cloud Platforms and Tools""}",4.7,5000.0,Intermediate , 3 - 6 Months,"['Design and Product', 'Product Design', 'Feature Engineering', 'Computer Graphics', 'Interactive Design', 'Computer Graphic Techniques', 'Graphics Software', 'Research and Design', 'Software Engineering Tools', 'Graphic Design', 'Visualization (Computer Graphics)', 'Hardware Design', 'Product Development', 'Visual Design', 'Geometry', 'User Experience Design', 'Strategy and Operations', 'Communication', 'Decision Making', 'Product Management', 'System Software', 'Collaboration', 'Computer Programming', 'Other Cloud Platforms and Tools']","['Communication', 'Computer Programming']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,True
"Federal Taxation I: Individuals, Employees, and Sole Proprietors","{"" Accounting"","" Taxes"","" Critical Thinking"","" Finance"","" Financial Accounting"","" General Accounting"","" Problem Solving"","" Regulations and Compliance"","" Generally Accepted Accounting Principles (GAAP)"","" Benefits""}",4.9,599.0,Intermediate , 1 - 3 Months,"['Accounting', 'Taxes', 'Critical Thinking', 'Finance', 'Financial Accounting', 'General Accounting', 'Problem Solving', 'Regulations and Compliance', 'Generally Accepted Accounting Principles (GAAP)', 'Benefits']","['Critical Thinking', 'Finance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
Introduction to Medical Software,"{"" Software Engineering"","" Software Testing"","" Entrepreneurship"","" User Research""}",4.8,119.0,Intermediate , 3 - 6 Months,"['Software Engineering', 'Software Testing', 'Entrepreneurship', 'User Research']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Everyday Excel, Part 1","{"" Business Analysis"","" Data Analysis"","" Data Analysis Software"","" Microsoft Excel"","" Spreadsheet Software"","" Critical Thinking"","" Problem Solving"","" Data Management"","" Mathematics"","" Data Visualization""}",4.7,3200.0,Beginner , 1 - 3 Months,"['Business Analysis', 'Data Analysis', 'Data Analysis Software', 'Microsoft Excel', 'Spreadsheet Software', 'Critical Thinking', 'Problem Solving', 'Data Management', 'Mathematics', 'Data Visualization']","['Business Analysis', 'Data Analysis', 'Critical Thinking', 'Data Management', 'Data Visualization']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,True
User Interface Design,"{"" Human Computer Interaction"","" User Experience"","" Research and Design"","" User Experience Design"","" User Research"","" Design and Product"","" Interactive Design"","" People Analysis"","" Product Design"","" Software Testing""}",4.6,1700.0,Intermediate , 3 - 6 Months,"['Human Computer Interaction', 'User Experience', 'Research and Design', 'User Experience Design', 'User Research', 'Design and Product', 'Interactive Design', 'People Analysis', 'Product Design', 'Software Testing']",['User Experience'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Strategy and Sustainability,"{"" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Critical Thinking"","" Risk Management"","" Business Analysis"","" Business Transformation"","" Decision Making"","" Regulations and Compliance"","" Change Management"","" Planning""}",4.7,471.0,Beginner , 1 - 3 Months,"['Leadership and Management', 'Strategy', 'Strategy and Operations', 'Critical Thinking', 'Risk Management', 'Business Analysis', 'Business Transformation', 'Decision Making', 'Regulations and Compliance', 'Change Management', 'Planning']","['Leadership and Management', 'Strategy', 'Critical Thinking', 'Business Analysis']",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
C++ Programming for Unreal Game Development,"{"" Computer Programming"","" C Programming Language Family"","" Computer Programming Tools"","" Programming Principles""}",4.5,159.0,Intermediate , 3 - 6 Months,"['Computer Programming', 'C Programming Language Family', 'Computer Programming Tools', 'Programming Principles']","['Computer Programming', 'Computer Programming Tools']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,True
Introduction to Financial Engineering and Risk Management,"{"" Finance"","" Mathematics"","" Probability & Statistics"","" Risk Management"","" Securities Sales"","" Securities Trading""}",4.6,158.0,Intermediate , 1 - 3 Months,"['Finance', 'Mathematics', 'Probability & Statistics', 'Risk Management', 'Securities Sales', 'Securities Trading']",['Finance'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Clinical Terminology for International and U.S. Students,"{"" Communication""}",4.8,3000.0,Beginner , 1 - 3 Months,['Communication'],['Communication'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
Financial Planning for Young Adults,"{"" Finance"","" Financial Management"","" Leadership and Management"","" Planning"","" Cash Management"","" Decision Making"","" Account Management"","" Budget Management"","" Financial Analysis"","" Risk Management""}",4.6,1300.0,Beginner , 1 - 3 Months,"['Finance', 'Financial Management', 'Leadership and Management', 'Planning', 'Cash Management', 'Decision Making', 'Account Management', 'Budget Management', 'Financial Analysis', 'Risk Management']","['Finance', 'Leadership and Management']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
Finanzas corporativas,"{"" Finance"","" Business Analysis"","" Accounting"","" Data Analysis"","" Mathematical Theory & Analysis"","" Mathematics"","" Account Management"","" Calculus"","" Financial Accounting"","" Financial Analysis"","" Investment Management"","" Operational Analysis"","" Applied Mathematics"","" Process Analysis"","" Banking"","" Behavioral Economics"","" Microsoft Excel"","" Business Process Management"","" Entrepreneurial Finance"","" Estimation"","" Financial Management"","" Leadership and Management"","" Operations Management"","" Risk Management"","" Econometrics""}",4.7,2600.0,Intermediate , 3 - 6 Months,"['Finance', 'Business Analysis', 'Accounting', 'Data Analysis', 'Mathematical Theory & Analysis', 'Mathematics', 'Account Management', 'Calculus', 'Financial Accounting', 'Financial Analysis', 'Investment Management', 'Operational Analysis', 'Applied Mathematics', 'Process Analysis', 'Banking', 'Behavioral Economics', 'Microsoft Excel', 'Business Process Management', 'Entrepreneurial Finance', 'Estimation', 'Financial Management', 'Leadership and Management', 'Operations Management', 'Risk Management', 'Econometrics']","['Finance', 'Business Analysis', 'Data Analysis', 'Leadership and Management']",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,True
Understanding Basic SQL Syntax,"{"" SQL""}",4.7,84.0,Beginner , Less Than 2 Hours,['SQL'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Software Development Lifecycle,"{"" Software Engineering"","" Agile Software Development"","" Design and Product"","" Problem Solving"","" Software Architecture"","" Software Testing"","" Leadership and Management"","" Project Management"","" Scrum (Software Development)"","" Software Engineering Tools"","" Continuous Delivery"","" Product Development"","" User Experience"","" Application Development"","" Communication"","" Planning"","" Product Management"","" Collaboration"","" Estimation"","" Computer Programming Tools"","" System Software"","" Theoretical Computer Science"","" Search Engine Optimization"","" Investment Management""}",4.7,9000.0,Intermediate , 3 - 6 Months,"['Software Engineering', 'Agile Software Development', 'Design and Product', 'Problem Solving', 'Software Architecture', 'Software Testing', 'Leadership and Management', 'Project Management', 'Scrum (Software Development)', 'Software Engineering Tools', 'Continuous Delivery', 'Product Development', 'User Experience', 'Application Development', 'Communication', 'Planning', 'Product Management', 'Collaboration', 'Estimation', 'Computer Programming Tools', 'System Software', 'Theoretical Computer Science', 'Search Engine Optimization', 'Investment Management']","['Leadership and Management', 'User Experience', 'Communication', 'Computer Programming Tools']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,True
Image Processing for Engineering and Science,"{"" Matlab"","" Data Visualization"","" Computer Graphic Techniques"","" Computer Vision"","" Scientific Visualization"","" Visualization (Computer Graphics)""}",4.8,114.0,Beginner , 1 - 3 Months,"['Matlab', 'Data Visualization', 'Computer Graphic Techniques', 'Computer Vision', 'Scientific Visualization', 'Visualization (Computer Graphics)']",['Data Visualization'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
Relationship Management and Business Development,"{"" Business Development"","" Customer Relationship Management"","" Leadership and Management""}",4.6,20.0,Intermediate , 1 - 4 Weeks,"['Business Development', 'Customer Relationship Management', 'Leadership and Management']",['Leadership and Management'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
Expressway to Data Science: Essential Math,"{"" Mathematics"","" Algebra"","" Calculus"","" Linear Algebra"","" Mathematical Theory & Analysis"","" Differential Equations"","" Plot (Graphics)"","" Problem Solving"","" Applied Mathematics"","" Graph Theory""}",4.5,308.0,Intermediate , 3 - 6 Months,"['Mathematics', 'Algebra', 'Calculus', 'Linear Algebra', 'Mathematical Theory & Analysis', 'Differential Equations', 'Plot (Graphics)', 'Problem Solving', 'Applied Mathematics', 'Graph Theory']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
React Basics,"{"" React (web framework)"","" Front-End Web Development"","" Javascript"","" Web Development""}",4.7,1400.0,Beginner , 1 - 4 Weeks,"['React (web framework)', 'Front-End Web Development', 'Javascript', 'Web Development']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Introduction to High-Performance and Parallel Computing,"{"" Computer Programming"","" Distributed Computing Architecture"","" Computational Thinking"","" Computer Architecture"","" Computer Programming Tools"","" Linux""}",3.2,81.0,Beginner , 1 - 4 Weeks,"['Computer Programming', 'Distributed Computing Architecture', 'Computational Thinking', 'Computer Architecture', 'Computer Programming Tools', 'Linux']","['Computer Programming', 'Computer Programming Tools']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,True
FinTech: Finance Industry Transformation and Regulation,"{"" FinTech"","" Finance"","" Risk Management"","" Banking"","" Leadership and Management"","" Innovation"","" Regulations and Compliance"","" BlockChain"","" E-Commerce"","" Financial Analysis"","" Business Process Management"","" Data Analysis"","" Exploratory Data Analysis"","" Payments"","" Business Development"","" Computer Security Incident Management"","" Human Factors (Security)""}",4.7,763.0,Beginner , 3 - 6 Months,"['FinTech', 'Finance', 'Risk Management', 'Banking', 'Leadership and Management', 'Innovation', 'Regulations and Compliance', 'BlockChain', 'E-Commerce', 'Financial Analysis', 'Business Process Management', 'Data Analysis', 'Exploratory Data Analysis', 'Payments', 'Business Development', 'Computer Security Incident Management', 'Human Factors (Security)']","['Finance', 'Leadership and Management', 'Data Analysis']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,True
Learning and Development,"{"" Training""}",4.7,100.0,Beginner , 1 - 4 Weeks,['Training'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Introduction to Data Science in Python,"{"" Computer Programming"","" Data Analysis"","" Data Management"","" Python Programming"","" Statistical Programming"","" Data Mining"","" Extract"","" Transform"","" Load"","" Computer Programming Tools"","" Critical Thinking"","" Exploratory Data Analysis"","" General Statistics""}",4.5,26800.0,Intermediate , 1 - 4 Weeks,"['Computer Programming', 'Data Analysis', 'Data Management', 'Python Programming', 'Statistical Programming', 'Data Mining', 'Extract', 'Transform', 'Load', 'Computer Programming Tools', 'Critical Thinking', 'Exploratory Data Analysis', 'General Statistics']","['Computer Programming', 'Data Analysis', 'Data Management', 'Transform', 'Computer Programming Tools', 'Critical Thinking']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,True
Real-World Cloud Product Management,"{"" Security Engineering"","" Cloud Computing"","" Business"","" Product Management""}",4.7,65.0,Beginner , 1 - 3 Months,"['Security Engineering', 'Cloud Computing', 'Business', 'Product Management']",['Cloud Computing'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
